code,HRG 1,Code Description
Y850,UZ01,Sequelae of motor-vehicle accident
Y859,UZ01,Sequelae of other and unspecified transport accidents
Y86X,UZ01,Sequelae of other accidents
Y870,UZ01,Sequelae of intentional self-harm
Y871,UZ01,Sequelae of assault
Y872,UZ01,Sequelae of events of undetermined intent
Y880,UZ01,"Sequelae of adverse effects caused by drugs, medicaments and biological substances in therapeutic use"
Y881,UZ01,Sequelae of misadventures to patients during surgical and medical procedures
Y882,UZ01,Sequelae of adverse incidents associated with medical devices in diagnostic and therapeutic use
Y883,UZ01,"Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
Y890,UZ01,Sequelae of legal intervention
Y891,UZ01,Sequelae of war operations
Y899,UZ01,Sequelae of unspecified external cause
Y900,UZ01,Blood alcohol level of less than 20 mg/100 ml
Y901,UZ01,Blood alcohol level of 20-39 mg/100 ml
Y902,UZ01,Blood alcohol level of 40-59 mg/100 ml
Y903,UZ01,Blood alcohol level of 60-79 mg/100 ml
Y904,UZ01,Blood alcohol level of 80-99 mg/100 ml
Y905,UZ01,Blood alcohol level of 100-119 mg/100 ml
Y906,UZ01,Blood alcohol level of 120-199 mg/100 ml
Y907,UZ01,Blood alcohol level of 200-239 mg/100 ml
Y908,UZ01,Blood alcohol level of 240 mg/100 ml or more
Y909,UZ01,"Presence of alcohol in blood, level not specified"
Y910,UZ01,Mild alcohol intoxication
Y911,UZ01,Moderate alcohol intoxication
Y912,UZ01,Severe alcohol intoxication
Y913,UZ01,Very severe alcohol intoxication
Y919,UZ01,"Alcohol involvement, not otherwise specified"
Y95X,UZ01,Nosocomial condition
Y96X,UZ01,Work-related condition
Y97X,UZ01,Environmental-pollution-related condition
Y98X,UZ01,Lifestyle-related condition
Z000,WH15,General medical examination
Z001,UZ03,Routine child health examination
Z002,UZ03,Examination for period of rapid growth in childhood
Z003,WH16,Examination for adolescent development state
Z004,WH16,"General psychiatric examination, not elsewhere classified"
Z005,WH51,Examination of potential donor of organ and tissue
Z006,WH15,Examination for normal comparison and control in clinical research programme
Z008,WH16,Other general examinations
Z010,WH16,Examination of eyes and vision
Z011,WH16,Examination of ears and hearing
Z012,WH15,Dental examination
Z013,WH15,Examination of blood pressure
Z014,WH15,Gynaecological examination (general)(routine)
Z015,WH05,Diagnostic skin and sensitization tests
Z016,WH15,"Radiological examination, not elsewhere classified"
Z017,WH15,Laboratory examination
Z018,WH16,Other specified special examinations
Z019,UZ02,"Special examination, unspecified"
Z020,UZ01,Examination for admission to educational institution
Z021,UZ01,Pre-employment examination
Z022,UZ01,Examination for admission to residential institutions
Z023,UZ01,Examination for recruitment to armed forces
Z024,UZ01,Examination for driving licence
Z025,UZ01,Examination for participation in sport
Z026,UZ01,Examination for insurance purposes
Z027,UZ01,Issue of medical certificate
Z028,UZ01,Other examinations for administrative purposes
Z029,UZ01,"Examination for administrative purposes, unspecified"
Z030,DZ14,Observation for suspected tuberculosis
Z031,WH52,Observation for suspected malignant neoplasm
Z032,WD09,Observation for suspected mental and behavioural disorders
Z033,WH16,Observation for suspected nervous system disorder
Z034,EB14,Observation for suspected myocardial infarction
Z035,EB14,Observation for other suspected cardiovascular diseases
Z036,WH03,Observation for suspected toxic effect from ingested substance
Z038,WH16,Observation for other suspected diseases and conditions
Z039,WH16,"Observation for suspected disease or condition, unspecified"
Z040,WH15,Blood-alcohol and blood-drug test
Z041,WH16,Examination and observation following transport accident
Z042,WH16,Examination and observation following work accident
Z043,WH16,Examination and observation following other accident
Z044,WH16,Examination and observation following alleged rape and seduction
Z045,WH16,Examination and observation following other inflicted injury
Z046,WH16,"General psychiatric examination, requested by authority"
Z048,WH16,Examination and observation for other specified reasons
Z049,UZ02,Examination and observation for unspecified reason
Z080,WH52,Follow-up examination after surgery for malignant neoplasm
Z081,WH52,Follow-up examination after radiotherapy for malignant neoplasm
Z082,WH52,Follow-up examination after chemotherapy for malignant neoplasm
Z087,WH52,Follow-up examination after combined treatment for malignant neoplasm
Z088,WH52,Follow-up examination after other treatment for malignant neoplasm
Z089,WH52,Follow-up examination after unspecified treatment for malignant neoplasm
Z090,WH53,Follow-up examination after surgery for other conditions
Z091,WH53,Follow-up examination after radiotherapy for other conditions
Z092,WH53,Follow-up examination after chemotherapy for other conditions
Z093,WH53,Follow-up examination after psychotherapy
Z094,WH53,Follow-up examination after treatment of fracture
Z097,WH53,Follow-up examination after combined treatment for other conditions
Z098,WH53,Follow-up examination after other treatment for other conditions
Z099,WH53,Follow-up examination after unspecified treatment for other conditions
Z100,UZ01,Occupational health examination
Z101,UZ01,Routine general health check-up of inhabitants of institutions
Z102,UZ01,Routine general health check-up of armed forces
Z103,UZ01,Routine general health check-up of sports teams
Z108,UZ01,Routine general health check-up of other defined subpopulations
Z110,WH15,Special screening examination for intestinal infectious diseases
Z111,WH15,Special screening examination for respiratory tuberculosis
Z112,WH15,Special screening examination for other bacterial diseases
Z113,WH15,Special screening examination for infections with a predominantly sexual mode of transmission
Z114,WH15,Special screening examination for human immunodeficiency virus [HIV]
Z115,WH15,Special screening examination for other viral diseases
Z116,WH15,Special screening examination for other protozoal diseases and helminthiases
Z118,WH15,Special screening examination for other infectious and parasitic diseases
Z119,WH15,"Special screening examination for infectious and parasitic diseases, unspecified"
Z120,WH15,Special screening examination for neoplasm of stomach
Z121,WH15,Special screening examination for neoplasm of intestinal tract
Z122,WH15,Special screening examination for neoplasm of respiratory organs
Z123,WH15,Special screening examination for neoplasm of breast
Z124,WH15,Special screening examination for neoplasm of cervix
Z125,WH15,Special screening examination for neoplasm of prostate
Z126,WH15,Special screening examination for neoplasm of bladder
Z128,WH15,Special screening examination for neoplasms of other sites
Z129,WH15,"Special screening examination for neoplasm, unspecified"
Z130,WH15,Special screening examination for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
Z131,WH15,Special screening examination for diabetes mellitus
Z132,WH15,Special screening examination for nutritional disorders
Z133,WH15,Special screening examination for mental and behavioural disorders
Z134,UZ03,Special screening examination for certain developmental disorders in childhood
Z135,WH15,Special screening examination for eye and ear disorders
Z136,WH15,Special screening examination for cardiovascular disorders
Z137,WH15,"Special screening examination for congenital malformations, deformations and chromosomal abnormalities"
Z138,WH15,Special screening examination for other specified diseases and disorders
Z139,WH15,"Special screening examination, unspecified"
Z200,WH19,Contact with and exposure to intestinal infectious diseases
Z201,WH19,Contact with and exposure to tuberculosis
Z202,WH19,Contact with and exposure to infections with a predominantly sexual mode of transmission
Z203,WH19,Contact with and exposure to rabies
Z204,WH19,Contact with and exposure to rubella
Z205,WH19,Contact with and exposure to viral hepatitis
Z206,WH15,Contact with and exposure to human immunodeficiency virus [HIV]
Z207,WH19,"Contact with and exposure to pediculosis, acariasis and other infestations"
Z208,WH15,Contact with and exposure to other communicable diseases
Z209,WH19,Contact with and exposure to unspecified communicable disease
Z21X,UZ01,Asymptomatic human immunodeficiency virus [HIV] infection status
Z220,WH19,Carrier of typhoid
Z221,WH19,Carrier of other intestinal infectious diseases
Z222,WH19,Carrier of diphtheria
Z223,WH19,Carrier of other specified bacterial diseases
Z224,WH19,Carrier of infections with a predominantly sexual mode of transmission
Z226,WH19,Carrier of human T-lymphotropic virus type- 1 [HTLV-1] infection
Z228,WH19,Carrier of other infectious diseases
Z229,WH19,"Carrier of infectious disease, unspecified"
Z230,WH19,Need for immunization against cholera alone
Z231,WH19,Need for immunization against typhoid-paratyphoid alone [TAB]
Z232,WH19,Need for immunization against tuberculosis [BCG]
Z233,WH19,Need for immunization against plague
Z234,WH19,Need for immunization against tularaemia
Z235,WH19,Need for immunization against tetanus alone
Z236,WH19,Need for immunization against diphtheria alone
Z237,WH19,Need for immunization against pertussis alone
Z238,WH19,Need for immunization against other single bacterial diseases
Z240,WH19,Need for immunization against poliomyelitis
Z241,WH19,Need for immunization against arthropod-borne viral encephalitis
Z242,WH19,Need for immunization against rabies
Z243,WH19,Need for immunization against yellow fever
Z244,WH19,Need for immunization against measles alone
Z245,WH19,Need for immunization against rubella alone
Z246,WH19,Need for immunization against viral hepatitis
Z250,WH19,Need for immunization against mumps alone
Z251,WH19,Need for immunization against influenza
Z258,WH19,Need for immunization against other specified single viral diseases
Z260,WH19,Need for immunization against leishmaniasis
Z268,WH19,Need for immunization against other specified single infectious diseases
Z269,WH19,Need for immunization against unspecified infectious disease
Z270,WH19,Need for immunization against cholera with typhoid-paratyphoid [cholera + TAB]
Z271,WH19,"Need for immunization against diphtheria-tetanus-pertussis, combined [DTP]"
Z272,WH19,Need for immunization against diphtheria-tetanus-pertussis with typhoid-paratyphoid [DTP + TAB]
Z273,WH19,Need for immunization against diphtheria-tetanus-pertussis with poliomyelitis [DTP + polio]
Z274,WH19,Need for immunization against measles-mumps-rubella [MMR]
Z278,WH19,Need for immunization against other combinations of infectious diseases
Z279,WH19,Need for immunization against unspecified combinations of infectious diseases
Z280,WH50,Immunization not carried out because of contraindication
Z281,WH50,Immunization not carried out because of patient's decision for reasons of belief or group pressure
Z282,WH50,Immunization not carried out because of patient's decision for other and unspecified reasons
Z288,WH99,Immunization not carried out for other reasons
Z289,WH99,Immunization not carried out for unspecified reason
Z290,WH19,Isolation
Z291,WH19,Prophylactic immunotherapy
Z292,WH19,Other prophylactic chemotherapy
Z298,WH15,Other specified prophylactic measures
Z299,WH15,"Prophylactic measure, unspecified"
Z300,UZ01,General counselling and advice on contraception
Z301,MB09,Insertion of (intrauterine) contraceptive device
Z302,LB35,Sterilization
Z303,MB08,Menstrual extraction
Z304,UZ01,Surveillance of contraceptive drugs
Z305,MB09,Surveillance of (intrauterine) contraceptive device
Z308,LB35,Other contraceptive management
Z309,MB09,"Contraceptive management, unspecified"
Z310,WH15,Tuboplasty or vasoplasty after previous sterilization
Z311,WH15,Artificial insemination
Z312,WH15,In vitro fertilization
Z313,WH15,Other assisted fertilization methods
Z314,MB09,Procreative investigation and testing
Z315,WH16,Genetic counselling
Z316,WH15,General counselling and advice on procreation
Z318,WH15,Other procreative management
Z319,WH15,"Procreative management, unspecified"
Z320,WH15,"Pregnancy, not (yet) confirmed"
Z321,NZ16,Pregnancy confirmed
Z33X,UZ01,"Pregnant state, incidental"
Z340,NZ16,Supervision of normal first pregnancy
Z348,NZ16,Supervision of other normal pregnancy
Z349,NZ16,"Supervision of normal pregnancy, unspecified"
Z350,NZ16,Supervision of pregnancy with history of infertility
Z351,NZ19,Supervision of pregnancy with history of abortive outcome
Z352,NZ16,Supervision of pregnancy with other poor reproductive or obstetric history
Z353,NZ16,Supervision of pregnancy with history of insufficient antenatal care
Z354,NZ18,Supervision of pregnancy with grand multiparity
Z355,NZ16,Supervision of elderly primigravida
Z356,NZ16,Supervision of very young primigravida
Z357,NZ19,Supervision of high-risk pregnancy due to social problems
Z358,NZ19,Supervision of other high-risk pregnancies
Z359,NZ19,"Supervision of high-risk pregnancy, unspecified"
Z360,NZ16,Antenatal screening for chromosomal anomalies
Z361,NZ16,Antenatal screening for raised alphafetoprotein level
Z362,NZ16,Other antenatal screening based on amniocentesis
Z363,NZ16,Antenatal screening for malformations using ultrasound and other physical methods
Z364,NZ16,Antenatal screening for fetal growth retardation using ultrasound and other physical methods
Z365,NZ16,Antenatal screening for isoimmunization
Z368,NZ16,Other antenatal screening
Z369,NZ16,"Antenatal screening, unspecified"
Z370,UZ01,Single live birth
Z371,UZ01,Single stillbirth
Z372,UZ01,"Twins, both liveborn"
Z373,UZ01,"Twins, one liveborn and one stillborn"
Z374,UZ01,"Twins, both stillborn"
Z375,UZ01,"Other multiple births, all liveborn"
Z376,UZ01,"Other multiple births, some liveborn"
Z377,UZ01,"Other multiple births, all stillborn"
Z379,UZ01,"Outcome of delivery, unspecified"
Z380,UZ03,"Singleton, born in hospital"
Z381,UZ03,"Singleton, born outside hospital"
Z382,UZ03,"Singleton, unspecified as to place of birth"
Z383,UZ03,"Twin, born in hospital"
Z384,UZ03,"Twin, born outside hospital"
Z385,UZ03,"Twin, unspecified as to place of birth"
Z386,UZ03,"Other multiple, born in hospital"
Z387,UZ03,"Other multiple, born outside hospital"
Z388,UZ03,"Other multiple, unspecified as to place of birth"
Z390,NZ25,Care and examination immediately after delivery
Z391,NZ26,Care and examination of lactating mother
Z392,NZ26,Routine postpartum follow-up
Z400,WH52,Prophylactic surgery for risk-factors related to malignant neoplasms
Z408,WH15,Other prophylactic surgery
Z409,WH15,"Prophylactic surgery, unspecified"
Z410,JD07,Hair transplant
Z411,JD07,Other plastic surgery for unacceptable cosmetic appearance
Z412,LB58,Routine and ritual circumcision
Z413,WH15,Ear piercing
Z418,WH15,Other procedures for purposes other than remedying health state
Z419,WH15,"Procedure for purposes other than remedying health state, unspecified"
Z420,JD07,Follow-up care involving plastic surgery of head and neck
Z421,JD07,Follow-up care involving plastic surgery of breast
Z422,JD07,Follow-up care involving plastic surgery of other parts of trunk
Z423,JD07,Follow-up care involving plastic surgery of upper extremity
Z424,JD07,Follow-up care involving plastic surgery of lower extremity
Z428,JD07,Follow-up care involving plastic surgery of other body part
Z429,JD07,"Follow-up care involving plastic surgery, unspecified"
Z430,CB02,Attention to tracheostomy
Z431,FD10,Attention to gastrostomy
Z432,FD10,Attention to ileostomy
Z433,FD10,Attention to colostomy
Z434,FD10,Attention to other artificial openings of digestive tract
Z435,LB19,Attention to cystostomy
Z436,LB19,Attention to other artificial openings of urinary tract
Z437,MB09,Attention to artificial vagina
Z438,WH18,Attention to other artificial openings
Z439,UZ02,Attention to unspecified artificial opening
Z440,WH18,Fitting and adjustment of artificial arm (complete)(partial)
Z441,WH18,Fitting and adjustment of artificial leg (complete)(partial)
Z442,WH18,Fitting and adjustment of artificial eye
Z443,WH18,Fitting and adjustment of external breast prosthesis
Z448,WH18,Fitting and adjustment of other external prosthetic devices
Z449,UZ02,Fitting and adjustment of unspecified external prosthetic device
Z450,EB14,Adjustment and management of cardiac devices
Z451,WH18,Adjustment and management of infusion pump
Z452,WH18,Adjustment and management of vascular access device
Z453,WH18,Adjustment and management of implanted hearing device
Z458,WH18,Adjustment and management of other implanted devices
Z459,UZ02,Adjustment and management of unspecified implanted device
Z460,WH18,Fitting and adjustment of spectacles and contact lenses
Z461,WH18,Fitting and adjustment of hearing aid
Z462,WH18,Fitting and adjustment of other devices related to nervous system and special senses
Z463,WH18,Fitting and adjustment of dental prosthetic device
Z464,WH18,Fitting and adjustment of orthodontic device
Z465,WH18,Fitting and adjustment of ileostomy and other intestinal appliances
Z466,LB19,Fitting and adjustment of urinary device
Z467,WH18,Fitting and adjustment of orthopaedic device
Z468,WH18,Fitting and adjustment of other specified devices
Z469,UZ02,Fitting and adjustment of unspecified device
Z470,HD24,Follow-up care involving removal of fracture plate and other internal fixation device
Z478,HD24,Other specified orthopaedic follow-up care
Z479,WH15,"Orthopaedic follow-up care, unspecified"
Z480,WH18,Attention to surgical dressings and sutures
Z488,CB02,Other specified surgical follow-up care
Z489,CB02,"Surgical follow-up care, unspecified"
Z490,UZ01,Preparatory care for dialysis
Z491,UZ01,Extracorporeal dialysis
Z492,UZ01,Other dialysis
Z500,UZ01,Cardiac rehabilitation
Z501,UZ01,Other physical therapy
Z502,UZ01,Alcohol rehabilitation
Z503,UZ01,Drug rehabilitation
Z504,UZ01,"Psychotherapy, not elsewhere classified"
Z505,UZ01,Speech therapy
Z506,UZ01,Orthoptic training
Z507,UZ01,"Occupational therapy and vocational rehabilitation, not elsewhere classified"
Z508,UZ01,Care involving use of other rehabilitation procedures
Z509,UZ01,"Care involving use of rehabilitation procedure, unspecified"
Z510,UZ01,Radiotherapy session
Z511,UZ01,Chemotherapy session for neoplasm
Z512,UZ01,Other chemotherapy
Z513,UZ01,Blood transfusion (without reported diagnosis)
Z514,UZ01,"Preparatory care for subsequent treatment, not elsewhere classified"
Z515,UZ01,Palliative care
Z516,UZ01,Desensitization to allergens
Z518,UZ01,Other specified medical care
Z519,UZ01,"Medical care, unspecified"
Z520,WH51,Blood donor
Z521,JD07,Skin donor
Z522,HD24,Bone donor
Z523,WH51,Bone marrow donor
Z524,WH51,Kidney donor
Z525,WH51,Cornea donor
Z526,WH51,Liver donor
Z527,WH51,Heart donor
Z528,WH51,Donor of other organs and tissues
Z529,UZ02,Donor of unspecified organ or tissue
Z530,UZ01,Procedure not carried out because of contraindication
Z531,UZ01,Procedure not carried out because of patient's decision for reasons of belief and group pressure
Z532,UZ01,Procedure not carried out because of patient's decision for other and unspecified reasons
Z538,UZ01,Procedure not carried out for other reasons
Z539,UZ01,"Procedure not carried out, unspecified reason"
Z540,UZ01,Convalescence following surgery
Z541,UZ01,Convalescence following radiotherapy
Z542,UZ01,Convalescence following chemotherapy
Z543,UZ01,Convalescence following psychotherapy
Z544,UZ01,Convalescence following treatment of fracture
Z547,UZ01,Convalescence following combined treatment
Z548,UZ01,Convalescence following other treatment
Z549,UZ01,Convalescence following unspecified treatment
Z550,UZ01,Illiteracy and low-level literacy
Z551,UZ01,Schooling unavailable and unattainable
Z552,UZ01,Failed examinations
Z553,UZ01,Underachievement in school
Z554,UZ01,Educational maladjustment and discord with teachers and classmates
Z558,UZ01,Other problems related to education and literacy
Z559,UZ01,"Problem related to education and literacy, unspecified"
Z560,UZ01,"Unemployment, unspecified"
Z561,UZ01,Change of job
Z562,UZ01,Threat of job loss
Z563,UZ01,Stressful work schedule
Z564,UZ01,Discord with boss and workmates
Z565,UZ01,Uncongenial work
Z566,UZ01,Other physical and mental strain related to work
Z567,UZ01,Other and unspecified problems related to employment
Z570,UZ01,Occupational exposure to noise
Z571,UZ01,Occupational exposure to radiation
Z572,UZ01,Occupational exposure to dust
Z573,UZ01,Occupational exposure to other air contaminants
Z574,UZ01,Occupational exposure to toxic agents in agriculture
Z575,UZ01,Occupational exposure to toxic agents in other industries
Z576,UZ01,Occupational exposure to extreme temperature
Z577,UZ01,Occupational exposure to vibration
Z578,UZ01,Occupational exposure to other risk-factors
Z579,UZ01,Occupational exposure to unspecified risk-factor
Z580,UZ01,Exposure to noise
Z581,UZ01,Exposure to air pollution
Z582,UZ01,Exposure to water pollution
Z583,UZ01,Exposure to soil pollution
Z584,UZ01,Exposure to radiation
Z585,UZ01,Exposure to other pollution
Z586,UZ01,Inadequate drinking-water supply
Z587,UZ01,Exposure to tobacco smoke
Z588,UZ01,Other problems related to physical environment
Z589,UZ01,"Problem related to physical environment, unspecified"
Z590,UZ01,Homelessness
Z591,UZ01,Inadequate housing
Z592,UZ01,"Discord with neighbours, lodgers and landlord"
Z593,UZ01,Problems related to living in residential institution
Z594,UZ01,Lack of adequate food
Z595,UZ01,Extreme poverty
Z596,UZ01,Low income
Z597,UZ01,Insufficient social insurance and welfare support
Z598,UZ01,Other problems related to housing and economic circumstances
Z599,UZ01,"Problem related to housing and economic circumstances, unspecified"
Z600,UZ01,Problems of adjustment to life-cycle transitions
Z601,UZ01,Atypical parenting situation
Z602,UZ01,Living alone
Z603,UZ01,Acculturation difficulty
Z604,UZ01,Social exclusion and rejection
Z605,UZ01,Target of perceived adverse discrimination and persecution
Z608,UZ01,Other problems related to social environment
Z609,UZ01,"Problem related to social environment, unspecified"
Z610,UZ01,Loss of love relationship in childhood
Z611,UZ01,Removal from home in childhood
Z612,UZ01,Altered pattern of family relationships in childhood
Z613,UZ01,Events resulting in loss of self-esteem in childhood
Z614,UZ01,Problems related to alleged sexual abuse of child by person within primary support group
Z615,UZ01,Problems related to alleged sexual abuse of child by person outside primary support group
Z616,UZ01,Problems related to alleged physical abuse of child
Z617,UZ01,Personal frightening experience in childhood
Z618,UZ01,Other negative life events in childhood
Z619,UZ01,"Negative life event in childhood, unspecified"
Z620,UZ01,Inadequate parental supervision and control
Z621,UZ01,Parental overprotection
Z622,UZ01,Institutional upbringing
Z623,UZ01,Hostility towards and scapegoating of child
Z624,UZ01,Emotional neglect of child
Z625,UZ01,Other problems related to neglect in upbringing
Z626,UZ01,Inappropriate parental pressure and other abnormal qualities of upbringing
Z628,UZ01,Other specified problems related to upbringing
Z629,UZ01,"Problem related to upbringing, unspecified"
Z630,UZ01,Problems in relationship with spouse or partner
Z631,UZ01,Problems in relationship with parents and in-laws
Z632,UZ01,Inadequate family support
Z633,UZ01,Absence of family member
Z634,UZ01,Disappearance and death of family member
Z635,UZ01,Disruption of family by separation and divorce
Z636,UZ01,Dependent relative needing care at home
Z637,UZ01,Other stressful life events affecting family and household
Z638,WH17,Other specified problems related to primary support group
Z639,UZ01,"Problem related to primary support group, unspecified"
Z640,UZ01,Problems related to unwanted pregnancy
Z641,UZ01,Problems related to multiparity
Z642,UZ01,"Seeking and accepting physical, nutritional and chemical interventions known to be hazardous and harmful"
Z643,UZ01,Seeking and accepting behavioural and psychological interventions known to be hazardous and harmful
Z644,UZ01,Discord with counsellors
Z650,UZ01,Conviction in civil and criminal proceedings without imprisonment
Z651,UZ01,Imprisonment and other incarceration
Z652,UZ01,Problems related to release from prison
Z653,UZ01,Problems related to other legal circumstances
Z654,UZ01,Victim of crime and terrorism
Z655,UZ01,"Exposure to disaster, war and other hostilities"
Z658,UZ01,Other specified problems related to psychosocial circumstances
Z659,UZ01,Problem related to unspecified psychosocial circumstances
Z700,WH16,Counselling related to sexual attitude
Z701,WH16,Counselling related to patient's sexual behaviour and orientation
Z702,WH16,Counselling related to sexual behaviour and orientation of third party
Z703,WH16,"Counselling related to combined concerns regarding sexual attitude, behaviour and orientation"
Z708,WH16,Other sex counselling
Z709,WH16,"Sex counselling, unspecified"
Z710,UZ01,Person consulting on behalf of another person
Z711,WH16,Person with feared complaint in whom no diagnosis is made
Z712,WH15,Person consulting for explanation of investigation findings
Z713,WH16,Dietary counselling and surveillance
Z714,WH16,Alcohol abuse counselling and surveillance
Z715,WH16,Drug abuse counselling and surveillance
Z716,WH16,Tobacco abuse counselling
Z717,WH16,Human immunodeficiency virus [HIV] counselling
Z718,WH16,Other specified counselling
Z719,WH16,"Counselling, unspecified"
Z720,UZ01,Tobacco use
Z721,UZ01,Alcohol use
Z722,UZ01,Drug use
Z723,UZ01,Lack of physical exercise
Z724,UZ01,Inappropriate diet and eating habits
Z725,UZ01,High-risk sexual behaviour
Z726,UZ01,Gambling and betting
Z728,UZ01,Other problems related to lifestyle
Z729,UZ01,"Problem related to lifestyle, unspecified"
Z730,WH17,Burn-out
Z731,WH17,Accentuation of personality traits
Z732,UZ01,Lack of relaxation and leisure
Z733,WH17,"Stress, not elsewhere classified"
Z734,UZ01,"Inadequate social skills, not elsewhere classified"
Z735,UZ01,"Social role conflict, not elsewhere classified"
Z736,UZ01,Limitation of activities due to disability
Z738,WH17,Other problems related to life-management difficulty
Z739,WH17,"Problem related to life-management difficulty, unspecified"
Z740,UZ01,Need for assistance due to reduced mobility
Z741,UZ01,Need for assistance with personal care
Z742,UZ01,Need for assistance at home and no other household member able to render care
Z743,UZ01,Need for continuous supervision
Z748,UZ01,Other problems related to care-provider dependency
Z749,UZ01,"Problem related to care-provider dependency, unspecified"
Z750,UZ01,Medical services not available in home
Z751,UZ01,Person awaiting admission to adequate facility elsewhere
Z752,UZ01,Other waiting period for investigation and treatment
Z753,UZ01,Unavailability and inaccessibility of health-care facilities
Z754,UZ01,Unavailability and inaccessibility of other helping agencies
Z755,WH20,Holiday relief care
Z758,UZ01,Other problems related to medical facilities and other health care
Z759,UZ01,Unspecified problem related to medical facilities and other health care
Z760,UZ01,Issue of repeat prescription
Z761,UZ03,Health supervision and care of foundling
Z762,UZ03,Health supervision and care of other healthy infant and child
Z763,UZ01,Healthy person accompanying sick person
Z764,UZ01,Other boarder in health-care facility
Z765,WH17,Malingerer [conscious simulation]
Z768,WH17,Persons encountering health services in other specified circumstances
Z769,UZ01,Person encountering health services in unspecified circumstances
Z800,UZ01,Family history of malignant neoplasm of digestive organs
Z801,UZ01,"Family history of malignant neoplasm of trachea, bronchus and lung"
Z802,UZ01,Family history of malignant neoplasm of other respiratory and intrathoracic organs
Z803,UZ01,Family history of malignant neoplasm of breast
Z804,UZ01,Family history of malignant neoplasm of genital organs
Z805,UZ01,Family history of malignant neoplasm of urinary tract
Z806,UZ01,Family history of leukaemia
Z807,UZ01,"Family history of other malignant neoplasms of lymphoid, haematopoietic and related tissues"
Z808,UZ01,Family history of malignant neoplasm of other organs or systems
Z809,UZ01,"Family history of malignant neoplasm, unspecified"
Z810,UZ01,Family history of mental retardation
Z811,UZ01,Family history of alcohol abuse
Z812,UZ01,Family history of tobacco abuse
Z813,UZ01,Family history of other psychoactive substance abuse
Z814,UZ01,Family history of other substance abuse
Z818,UZ01,Family history of other mental and behavioural disorders
Z820,UZ01,Family history of epilepsy and other diseases of the nervous system
Z821,UZ01,Family history of blindness and visual loss
Z822,UZ01,Family history of deafness and hearing loss
Z823,UZ01,Family history of stroke
Z824,UZ01,Family history of ischaemic heart disease and other diseases of the circulatory system
Z825,UZ01,Family history of asthma and other chronic lower respiratory diseases
Z826,UZ01,Family history of arthritis and other diseases of the musculoskeletal system and connective tissue
Z827,UZ01,"Family history of congenital malformations, deformations and chromosomal abnormalities"
Z828,UZ01,"Family history of other disabilities and chronic diseases leading to disablement, not elsewhere classified"
Z830,UZ01,Family history of human immunodeficiency virus [HIV] disease
Z831,UZ01,Family history of other infectious and parasitic diseases
Z832,UZ01,Family history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
Z833,UZ01,Family history of diabetes mellitus
Z834,UZ01,"Family history of other endocrine, nutritional and metabolic diseases"
Z835,UZ01,Family history of eye and ear disorders
Z836,UZ01,Family history of diseases of the respiratory system
Z837,UZ01,Family history of diseases of the digestive system
Z840,UZ01,Family history of diseases of the skin and subcutaneous tissue
Z841,UZ01,Family history of disorders of kidney and ureter
Z842,UZ01,Family history of other diseases of the genitourinary system
Z843,UZ01,Family history of consanguinity
Z848,UZ01,Family history of other specified conditions
Z850,UZ01,Personal history of malignant neoplasm of digestive organs
Z851,UZ01,"Personal history of malignant neoplasm of trachea, bronchus and lung"
Z852,UZ01,Personal history of malignant neoplasm of other respiratory and intrathoracic organs
Z853,UZ01,Personal history of malignant neoplasm of breast
Z854,UZ01,Personal history of malignant neoplasm of genital organs
Z855,UZ01,Personal history of malignant neoplasm of urinary tract
Z856,SA17,Personal history of leukaemia
Z857,SA17,"Personal history of other malignant neoplasms of lymphoid, haematopoietic and related tissues"
Z858,UZ01,Personal history of malignant neoplasms of other organs and systems
Z859,UZ01,"Personal history of malignant neoplasm, unspecified"
Z860,UZ01,Personal history of other neoplasms
Z861,UZ01,Personal history of infectious and parasitic diseases
Z862,UZ01,Personal history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
Z863,UZ01,"Personal history of endocrine, nutritional and metabolic diseases"
Z864,UZ01,Personal history of psychoactive substance abuse
Z865,UZ01,Personal history of other mental and behavioural disorders
Z866,UZ01,Personal history of diseases of the nervous system and sense organs
Z867,UZ01,Personal history of diseases of the circulatory system
Z870,UZ01,Personal history of diseases of the respiratory system
Z871,UZ01,Personal history of diseases of the digestive system
Z872,UZ01,Personal history of diseases of the skin and subcutaneous tissue
Z873,UZ01,Personal history of diseases of the musculoskeletal system and connective tissue
Z874,UZ01,Personal history of diseases of the genitourinary system
Z875,UZ01,"Personal history of complications of pregnancy, childbirth and the puerperium"
Z876,UZ01,Personal history of certain conditions arising in the perinatal period
Z877,UZ01,"Personal history of congenital malformations, deformations and chromosomal abnormalities"
Z878,UZ01,Personal history of other specified conditions
Z880,UZ01,Personal history of allergy to penicillin
Z881,UZ01,Personal history of allergy to other antibiotic agents
Z882,UZ01,Personal history of allergy to sulfonamides
Z883,UZ01,Personal history of allergy to other anti-infective agents
Z884,UZ01,Personal history of allergy to anaesthetic agent
Z885,UZ01,Personal history of allergy to narcotic agent
Z886,UZ01,Personal history of allergy to analgesic agent
Z887,UZ01,Personal history of allergy to serum and vaccine
